"Ref.","Nombre","","Impuesto","Costo","Precio","Precio + Imp."
"FFG ","CUBREBOCAS PLISADO ","","Excento de ","$5.00 ","$20.00 ","$20.00 "
"CUBR","Cubrebocas Quirurgico Sensi ","","Excento de ","$1.72 ","$4.50 ","$4.50 "
"CUBRE ","CUBREBOCAS ","","Excento de ","$0.87 ","$3.00 ","$3.00 "
"CUB ","CUBREBOCAS ","","Excento de ","$1.80 ","$4.00 ","$4.00 "
"CUB ","CUBREBOCAS ","","Excento de ","$1.80 ","$4.00 ","$4.00 "
"CUBRE ","Cubrebocas ROSA ","","Excento de ","$1.36 ","$2.50 ","$2.50 "
"CUBRE ","Cubrebocas VERDE ","","Excento de ","$1.36 ","$2.50 ","$2.50 "
"CURITA","CURITA AGUA PROTEC ","","Excento de ","$51.00 ","$57.00 ","$57.00 "
"CUR ","Curitas Adulto Pharma","","Excento de ","$0.28 ","$1.50 ","$1.50 "
"CUR DIF","Curitas Difernetes Tamaños","","Excento de ","$0.23 ","$1.00 ","$1.00 "
"CUR INF","Curitas Infantiles ","","Excento de ","$0.34 ","$1.50 ","$1.50 "
"CURITA","CURITAS INFANTILES C/10","","Excento de ","$44.27 ","$55.00 ","$55.00 "
"CURITA","CURITAS KIDS NIÑA alfa ","","Excento de ","$0.67 ","$2.00 ","$2.00 "
"CUR ","Curitas Star Wars c/u","","Excento de ","$1.64 ","$2.50 ","$2.50 "
"CURITA","Curitas Transpiel ","","Excento de ","$0.37 ","$2.00 ","$2.00 "
"AXEMA","DESODORANTEAEROSOLH","","Excento de ","$36.00 ","$48.00 ","$48.00 "
"NIPRO","EQUIPO DE VENOCLISIS","","Excento de ","$12.00 ","$25.00 ","$25.00 "
"FEELIN","Espejo Vaginal MEDIANO","","Excento de ","$17.01 ","$38.00 ","$38.00 "
"ESTERI","ESTERICIDE SPRAY ","","Excento de ","$78.56 ","$95.00 ","$95.00 "
"FERUL","Ferula Metalica 2 Piezas","","Excento de ","$34.31 ","$48.00 ","$48.00 "
"FERULA ","FERULA P/DEDO GRANDE ","","Excento de ","$70.76 ","$88.00 ","$88.00 "
"GASA ","GASA 10 CM DIBAR C/U","","Excento de ","$0.63 ","$2.50 ","$2.50 "
"DIB C ","Gasa 10x10 DIBAR C/10","","Excento de ","$9.29 ","$20.00 ","$20.00 "
"DIB ","Gasa 10x10cm DIBAR","","Excento de ","$0.75 ","$2.00 ","$2.00 "
"GASA ","Gasa Esteril 10X10 DIBAR","","Excento de ","$0.86 ","$2.00 ","$2.00 "
"GAS ","Gasa Esteril 10X10 Quirmex","","Excento de ","$1.00 ","$3.00 ","$3.00 "
"GASA ","GASA ESTERIL 7.5X5CM ","","Excento de ","$0.60 ","$2.00 ","$2.00 "
"GASA C","Gasa Esteril c/10gasas CAJA","","Excento de ","$15.00 ","$22.00 ","$22.00 "
"SUGAS","Gasa Esteril c/10gasas CAJA ","","Excento de ","$12.72 ","$21.00 ","$21.00 "
"SUGAS","GASA ESTERIL SUGASA ","","Excento de ","$0.84 ","$3.00 ","$3.00 "
"GASA ","GASA SIMPLE ESTERIL ","","Excento de ","$0.85 ","$2.00 ","$2.00 "
"GEL AN","Gel Antibacterial c/60ml","","Excento de ","$13.43 ","$22.00 ","$22.00 "
"GERMIC ","GERMICIN ESPUMA YODO ","","Excento de ","$16.00 ","$25.00 ","$25.00 "
"GERMI ","GERMICIN SOLUCION ","","Excento de ","$18.90 ","$20.00 ","$20.00 "
"GOTER","GOTERO DE CRISTAL C/U","","Excento de ","$4.79 ","$10.00 ","$10.00 "
"GUA NE","Guante de Exploracion ","","Excento de ","$1.28 ","$2.50 ","$2.50 "
"GUAN ","Guante esteril Chico c/u","","Excento de ","$3.52 ","$4.50 ","$4.50 "
"GUAN ","Guante Esteril Exploracion ","","Excento de ","$3.20 ","$4.50 ","$4.50 "
"GUANT","GUANTE ESTERIL GRANDE ","","Excento de ","$3.20 ","$4.00 ","$4.00 "
"GUAN ","Guante Esteril para ","","Excento de ","$3.20 ","$4.50 ","$4.50 "
"GUANT","Guante exploracion Chico c/u","","Excento de ","$1.55 ","$3.00 ","$3.00 "
"GUANT","Guante exploración Latex ","","Excento de ","$3.52 ","$4.00 ","$4.00 "
"GUANT","Guante p/ Exploracion","","Excento de ","$1.32 ","$3.50 ","$3.50 "
"GUANT","GUANTE plus MEDIANO ","","Excento de ","$1.75 ","$5.00 ","$5.00 "
"GUANT","GUANTE VINYL DE NITRILO ","","Excento de ","$0.79 ","$3.00 ","$3.00 "
"GAUNT","Guante X-CH NITRILO zul ","","Excento de ","$1.93 ","$3.00 ","$3.00 "
"BIS #20","Hoja de Bisturi #20","","Excento de ","$2.22 ","$6.00 ","$6.00 "
"HOJA ","Hoja p/bisturi Acero No.10","","Excento de ","$2.06 ","$6.00 ","$6.00 "
"BISTURI ","HOJAS P/BISTURI No.23 ","","Excento de ","$2.14 ","$6.00 ","$6.00 "
"SENSIM","JERINGA 0.3ML CAJA C/100","","Excento de ","$202.00 ","$490.00 ","$490.00 "
"JER 1ML ","Jeringa 1ml INSULINA 30X13","","Excento de ","$2.70 ","$4.50 ","$4.50 "
"JER 3ML ","Jeringa 3ml AZUL 23x25","","Excento de ","$1.30 ","$3.00 ","$3.00 "
"JER 3ML ","Jeringa 3ml NEGRA 22X32","","Excento de ","$1.95 ","$3.00 ","$3.00 "
"JER 3ML ","Jeringa 3ml VERDE 21X32","","Excento de ","$1.42 ","$3.00 ","$3.00 "
"JER 5ML ","Jeringa 5ml NEGRA 22X32","","Excento de ","$2.00 ","$4.00 ","$4.00 "
"JERI ","Jeringa 5ml NEGRA DL","","Excento de ","$2.41 ","$4.00 ","$4.00 "
"JERING ","JERINGA 5ML NEGRA ","","Excento de ","$2.57 ","$4.00 ","$4.00 "
"JER 5ML ","Jeringa 5ml VERDE 21X32","","Excento de ","$1.39 ","$3.00 ","$3.00 "
"JERING","JERINGA AMARILLA 5ML ","","Excento de ","$2.00 ","$4.00 ","$4.00 "
"JERING","Jeringa Azul 3ml DL","","Excento de ","$1.37 ","$3.00 ","$3.00 "
"JER INS ","JERINGA DE INSULINA BD ","","Excento de ","$3.75 ","$5.00 ","$5.00 "
"JERING","Jeringa Imsulina 0.5ml DL","","Excento de ","$2.77 ","$5.00 ","$5.00 "
"jer insul ","JERINGA INSULINA 0.3ML ","","Excento de ","$2.75 ","$4.00 ","$4.00 "
"JERING","JERINGA NEGRA 10ML ","","Excento de ","$3.09 ","$7.00 ","$7.00 "
"JER 3ML ","Jeringa NEGRA 3 ml DL ","","Excento de ","$2.04 ","$3.50 ","$3.50 "
"JERING","Jeringa pediatrica AZUL 3ML ","","Excento de ","$2.13 ","$3.50 ","$3.50 "
"JERING","Jeringa Protect 5ml NEGRA","","Excento de ","$2.19 ","$4.00 ","$4.00 "
"JERING","JERINGA VERDE 5ML ","","Excento de ","$2.64 ","$4.00 ","$4.00 "
"CURITA","KURITAS KIDS NIÑO alfa ","","Excento de ","$0.67 ","$2.00 ","$2.00 "
"LAVA ","LAVA OJODS C/U","","Excento de ","$3.62 ","$10.00 ","$10.00 "
"MERT ","Mertodol Blanco c/40ml ","","Excento de ","$16.26 ","$21.00 ","$21.00 "
"MERT ","Mertodol Tintura c/40ml ","","Excento de ","$13.20 ","$18.00 ","$18.00 "
"PARCH","Parche Poroso  SALICILATO ","","Excento de ","$61.25 ","$95.00 ","$95.00 "
"PARCH","Parche Poroso 15cm x 28cm","","Excento de ","$43.05 ","$60.00 ","$60.00 "
"CONDIL","Podofilino Sol VERRUGAS, ","","Excento de ","$110.50 ","$146.00 ","$146.00 "
"SULFAT","Polvo de Sulfatiazol 1gr","","Excento de ","$2.50 ","$4.00 ","$4.00 "
"OXID Z","Polvo Oxido de Zinc 1gr","","Excento de ","$2.00 ","$4.00 ","$4.00 "
"PUNZ","Punzocat # 18","","Excento de ","$10.00 ","$20.00 ","$20.00 "
"PUN 14","Punzocat #14","","Excento de ","$8.44 ","$18.00 ","$18.00 "
"PUNZO","PUNZOCAT #14G","","Excento de ","$8.62 ","$18.00 ","$18.00 "
"PUNZO","Punzocat #16","","Excento de ","$10.00 ","$18.00 ","$18.00 "
"PUNZO","PUNZOCAT #16 48mm DLP","","Excento de ","$7.14 ","$18.00 ","$18.00 "
"PUNZO#","PUNZOCAT #17 X 1 1/2""","","Excento de ","$9.00 ","$18.00 ","$18.00 "
"PUNZO","PUNZOCAT #18 1.10x25mm ","","Excento de ","$8.14 ","$20.00 ","$20.00 "
"PUNZO ","PUNZOCAT #18 X 1","","Excento de ","$10.00 ","$18.00 ","$18.00 "
"PUN","Punzocat #19","","Excento de ","$10.00 ","$18.00 ","$18.00 "
"PUNZC","Punzocat #20","","Excento de ","$8.25 ","$18.00 ","$18.00 "
"PUNZO ","PUNZOCAT #20 X 3/4""","","Excento de ","$9.00 ","$18.00 ","$18.00 "
"PUNZO","PUNZOCAT #22  0.9x25mm ","","Excento de ","$8.60 ","$20.00 ","$20.00 "
"PUNZ 24","Punzocat #24","","Excento de ","$9.40 ","$18.00 ","$18.00 "
"SOL. FIS ","Solucion Cloruro de Sodio ","","Excento de ","$29.38 ","$34.00 ","$34.00 "
"SOL ","SOLUCION MIXTA 500ML ","","Excento de ","$37.50 ","$50.00 ","$50.00 "
"SOL. ","SOLUCION MIXTA KABI 1LT","","Excento de ","$40.00 ","$70.00 ","$70.00 "
"SON","Sonda Urinaria Foley #14 Fr","","Excento de ","$26.00 ","$60.00 ","$60.00 "
"SOND","Sonda Urinaria Foley #16 Fr","","Excento de ","$25.00 ","$60.00 ","$60.00 "
"SON 20","Sonda Urinaria Foley #20Fr","","Excento de ","$26.00 ","$60.00 ","$60.00 "
"SULFAD","Sulfadiazina de Plata TARRO ","","Excento de ","$166.67 ","$290.00 ","$290.00 "
"SUT 2","Sutura Nylon 2-0","","Excento de ","$47.50 ","$90.00 ","$90.00 "
"SUT 3","Sutura Nylon 3-0","","Excento de ","$43.66 ","$65.00 ","$65.00 "
"SUTURA ","Sutura Nylon 3-0 19-20mm ","","Excento de ","$32.85 ","$75.00 ","$75.00 "
"SUTURA ","SUTURA NYLON 3-0 45cm","","Excento de ","$32.56 ","$80.00 ","$80.00 "
"SUT ","Sutura Nylon 4-0","","Excento de ","$25.50 ","$65.00 ","$65.00 "
"SUT 5","Sutura Nylon 5-0","","Excento de ","$40.00 ","$70.00 ","$70.00 "
"TEGADE","Tegaderm 6x7cm Nexcare ","","Excento de ","$20.68 ","$26.00 ","$26.00 "
"TELA","Tela Adesiva 1.25cm x 9.1m ","","Excento de ","$21.00 ","$30.00 ","$30.00 "
"TEL AD","Tela Adhesiva 1.25cmx1m ","","Excento de ","$2.89 ","$5.00 ","$5.00 "
"TELA ","Tela Adhesiva 2.5cm * 9.1m","","Excento de ","$27.60 ","$42.00 ","$42.00 "
"TELA ","Tela Adhesiva 2.5cm x 1m","","Excento de ","$4.92 ","$7.00 ","$7.00 "
"TERMO","Termometro Clinico Oral ","","Excento de ","$22.00 ","$45.00 ","$45.00 "
"TERM D","Termometro Digital Clinico ","","Excento de ","$56.70 ","$79.00 ","$79.00 "
"VAS ","Vaso Recolector DIBAR","","Excento de ","$3.90 ","$10.00 ","$10.00 "
"SELECT","VENDA 20CM C/5M ","","Excento de ","$18.38 ","$28.00 ","$28.00 "
"VENDA ","Venda 5cm PROTEC ","","Excento de ","$6.82 ","$9.00 ","$9.00 "
"VENDA ","VENDA 7.5CM QUIRMEX","","Excento de ","$8.42 ","$13.00 ","$13.00 "
"DIBAR ","Venda DIBAR 10cm","","Excento de ","$13.70 ","$21.00 ","$21.00 "
"DIBAR ","Venda DIBAR 20cm","","Excento de ","$23.40 ","$33.00 ","$33.00 "
"DIBAR ","Venda Dibar 30cm","","Excento de ","$36.30 ","$46.00 ","$46.00 "
"DIBAR ","Venda DIBAR 5000CM","","Excento de ","$0.00 ","$0.00 ","$0.00 "
"DIBAR 5","Venda DIBAR 5CM","","Excento de ","$9.50 ","$14.00 ","$14.00 "
"DIBAR ","Venda Dibar 7.5","","Excento de ","$10.20 ","$11.00 ","$11.00 "
"VEN ","Venda Elastica  5CM","","Excento de ","$4.60 ","$7.00 ","$7.00 "
"VEN ","Venda elastica 10cm Pharma","","Excento de ","$6.88 ","$11.00 ","$11.00 "
"VENDA ","VENDA ELASTICA 10CM ","","Excento de ","$11.08 ","$18.00 ","$18.00 "
"VENDA ","VENDA ELASTICA 10CM ","","Excento de ","$9.34 ","$15.00 ","$15.00 "
"VEN ","Venda elastica 15 cm ","","Excento de ","$12.01 ","$17.00 ","$17.00 "
"VEN ","Venda Elastica 30cm pharma","","Excento de ","$21.29 ","$35.00 ","$35.00 "
"vVEND ","Venda Elastica 5cm ","","Excento de ","$3.69 ","$6.00 ","$6.00 "
"VEND 5 ","Venda Elastica 5cm ","","Excento de ","$5.00 ","$7.00 ","$7.00 "
"VEND ","Venda Elastica 7 cm ","","Excento de ","$5.00 ","$7.50 ","$7.50 "
"VEN 7.5","Venda Elastica 7.5 cm ","","Excento de ","$5.42 ","$8.00 ","$8.00 "
"VENDA ","Venda elastica de Alta ","","Excento de ","$27.56 ","$38.00 ","$38.00 "
"VENDA ","Venda Elastica vENDAL 10*5 ","","Excento de ","$5.54 ","$12.00 ","$12.00 "
"VENDA ","Venda enyesada 10cm","","Excento de ","$44.00 ","$58.00 ","$58.00 "
"VEN 15 ","Venda Enyesada 15 cm ","","Excento de ","$50.14 ","$63.00 ","$63.00 "
"VENDA ","Venda enyesada 15cm","","Excento de ","$52.00 ","$70.00 ","$70.00 "
"VEN Y","Venda Enyesada 5cm","","Excento de ","$19.23 ","$28.00 ","$28.00 "
"VENDA ","Venda enyesada 7.5cm","","Excento de ","$32.50 ","$45.00 ","$45.00 "
"VENDA ","Venda Quirmex 20cm","","Excento de ","$14.63 ","$25.00 ","$25.00 "
"VENDA ","VENDA STICK Auto-","","Excento de ","$53.23 ","$95.00 ","$95.00 "
"VENOC","Venoclisis SensiMedical ","","Excento de ","$8.69 ","$22.00 ","$22.00 "
"MERT ","Violeta de Genciana c/40ml ","","Excento de ","$10.20 ","$16.00 ","$16.00 "
"VENDA ","Vnda elastica 10 cm JALOMA","","Excento de ","$10.38 ","$12.00 ","$12.00 "
"VOTARE","Voltaren Parche 24 hrs","","Excento de ","$135.50 ","$170.00 ","$170.00 "
"AGGLA","Agglad Ofteno SOLUCIÓN ","","Excento de ","$688.99 ","$884.00 ","$884.00 "
"ATRO ","ATROPINA 1%","","Excento de ","$231.01 ","$277.00 ","$277.00 "
"FENIZZA","CLORANFENICOL ","","Excento de ","$22.91 ","$44.00 ","$44.00 "
"CLORA","CLORANFENICOL ","","Excento de ","$39.22 ","$85.00 ","$85.00 "
"DEXA/N","DEXAMETASONA/ ","","Excento de ","$15.87 ","$32.00 ","$32.00 "
"DONDE","Dexametasona/ Neomicina ","","Excento de ","$21.25 ","$40.00 ","$40.00 "
"CORNE","DEXPANTENOL 5%","","Excento de ","$462.64 ","$644.00 ","$644.00 "
"KRYTAN","DORZOLAMINA/TIMOLOL/B","","Excento de ","$849.33 ","$1,019.00 ","$1,019.00 "
"ELIPTIC ","Eliptic Ofteno (SOLUCIÓN ","","Excento de ","$693.48 ","$867.00 ","$867.00 "
"OPCON-","FENIAMINA/NAFAZOLINA  ","","Excento de ","$74.51 ","$102.00 ","$102.00 "
"FLUMET","FLUMETOL NF OFTENO ","","Excento de ","$401.78 ","$503.00 ","$503.00 "
"LAGRIC","HIALURONATO DE SODIO","","Excento de ","$408.11 ","$568.00 ","$568.00 "
"HIP","Hipromelosa Gotas ","","Excento de ","$36.68 ","$74.00 ","$74.00 "
"KILADEL","Hipromelosa sol 5mg/ml0.5% ","","Excento de ","$20.05 ","$38.00 ","$38.00 "
"HIPRO ","HIPROMELOSA SOL. ","","Excento de ","$32.37 ","$68.00 ","$68.00 "
"OPTIMIL","MANZANILLA-","","Excento de ","$50.86 ","$95.00 ","$95.00 "
"VIGAMO","MOXIFLOXACINO 0.5%","","Excento de ","$761.51 ","$913.00 ","$913.00 "
"NAFA","NAFAZOLINA GOTAS ","","Excento de ","$18.74 ","$40.00 ","$40.00 "
"NAFAZO","Nafazolina sol Oftalmica 1.0","","Excento de ","$22.11 ","$40.00 ","$40.00 "
"FAZ F","Nafazolina/ Feniramina  c/15 ","","Excento de ","$30.28 ","$65.00 ","$65.00 "
"FENIXI","Nafazolina/Feniramina Gotas ","","Excento de ","$26.58 ","$55.00 ","$55.00 "
"NEOMI ","Neomicina/ Polimixina B/ ","","Excento de ","$42.47 ","$80.00 ","$80.00 "
"GOTAS","Neomicina/Dexametasona ","","Excento de ","$25.53 ","$50.00 ","$50.00 "
"NEO UN","Neomicina/Polimixina/ ","","Excento de ","$50.32 ","$100.00 ","$100.00 "
"POENT","Poentobral F Suspencion ","","Excento de ","$490.00 ","$613.00 ","$613.00 "
"SOPHIP","PREDNISOLONA","","Excento de ","$362.36 ","$434.00 ","$434.00 "
"PRENN","PREDNISOLONA 1%","","Excento de ","$474.40 ","$569.00 ","$569.00 "
"TOBRA","Tobramicina/Dexametasona ","","Excento de ","$55.94 ","$112.00 ","$112.00 "
"THEALO","TREHALOSA 3%","","Excento de ","$624.75 ","$749.00 ","$749.00 "
"ACEI ","ACEITE DE ROSAS  50ML ","","Excento de ","$6.00 ","$12.00 ","$12.00 "
"ACETO","ACETONIDO DE ","","Excento de ","$18.20 ","$36.00 ","$36.00 "
"AVIREX-","Aciclovir 200mg c/25 tbs","","Excento de ","$66.36 ","$93.00 ","$93.00 "
"PURIBE","Alopurinol Tbs 300mg 20 tbs","","Excento de ","$27.51 ","$60.00 ","$60.00 "
"CHUP 3-","Chupon EVENFLO 3-12m c/4","","Excento de ","$47.00 ","$60.00 ","$60.00 "
"CERETE","Cinarizina 75mg c/60 tbs","","Excento de ","$57.33 ","$124.00 ","$124.00 "
"CUBRE","Cubreboca KF-94 c/u","","Excento de ","$5.00 ","$15.00 ","$15.00 "
"BEXINE ","Dexametasona iny 8mg /2ml ","","Excento de ","$13.20 ","$25.00 ","$25.00 "
"DEXNE ","Dexametasona/ Neomicina/ ","","Excento de ","$44.98 ","$105.00 ","$105.00 "
"BIOSTA","FEXOFENADINA 120MG ","","Excento de ","$39.00 ","$90.00 ","$90.00 "
"GEL JAL","Gel antibacterial jaloma ","","Excento de ","$13.70 ","$25.00 ","$25.00 "
"POR OT","Hidrocortisona/Clopranfenicol","","Excento de ","$37.43 ","$80.00 ","$80.00 "
"HIDROC","hIDROCORTISONA/cLORAN","","Excento de ","$29.38 ","$55.00 ","$55.00 "
"sLOSA/","LOSARTARN/HIDROCLORO","","Excento de ","$27.75 ","$75.00 ","$75.00 "
"OTILIN","Neomicina/Lidocaina Gotas ","","Excento de ","$27.88 ","$50.00 ","$50.00 "
"PEPTO-","PEPTO-BISMOL DIARREA ","","Excento de ","$82.30 ","$110.00 ","$110.00 "
"PIOGLI ","Pioglitazona TABLETAS  ","","Excento de ","$24.08 ","$50.00 ","$50.00 "
"mFARM","SALBUTAMOL AEROSOL ","","Excento de ","$28.75 ","$65.00 ","$65.00 "
"LACTAC","Shampoo Lactacyd Pro-Bio ","","Excento de ","$54.90 ","$85.00 ","$85.00 "
"SILDE","Sildenafil 50mg 1/tab Serral ","","Excento de ","$5.10 ","$35.00 ","$35.00 "
"NOGRAI","SUMATRIPTAN 5 MG ","","Excento de ","$45.59 ","$95.00 ","$95.00 "
"SUP ","Supositorios de Glicerina ","","Excento de ","$61.12 ","$85.00 ","$85.00 "
"HUGGIE","Toallitas Humedas HUGGIES ","","Excento de ","$40.90 ","$54.00 ","$54.00 "
"VALPRO","Vaolproato de magnesio ","","Excento de ","$94.00 ","$160.00 ","$160.00 "
"CAP"," Captopril 25mg c/30 tab","","Excento de ","$8.26 ","$25.00 ","$25.00 "
"naturella"," toallas naturella cont.10T","","Excento de ","$21.50 ","$30.00 ","$30.00 "
"Algodon","10g Algodon","","Excento de ","$2.32 ","$10.00 ","$10.00 "
"ORALB ","2Pack Cepillos Oral-B ","","Excento de ","$67.90 ","$86.00 ","$86.00 "
"ORALB ","2Pack Oral-B Advance","","Excento de ","$71.20 ","$90.00 ","$90.00 "
"ABATEL","Abatelenguas c/12 Su","","Excento de ","$6.55 ","$12.00 ","$12.00 "
"ABATEL","Abatelenguas c/25pz ","","Excento de ","$7.68 ","$18.00 ","$18.00 "
"PROTE","ABATELENGUAS DE ","","Excento de ","$14.15 ","$18.00 ","$18.00 "
"ABATEL","ABATELENGUAS POP","","Excento de ","$11.23 ","$22.00 ","$22.00 "
"ABSOR","ABSORSEC MEDIANO C/14 ","","Excento de ","$33.65 ","$40.00 ","$40.00 "
"ABSOR","ABSORSEC R/N C/14 ","","Excento de ","$28.75 ","$35.00 ","$35.00 "
"ACAR","Acarbosa 50mg c/30 tab","","Excento de ","$47.25 ","$102.00 ","$102.00 "
"SACART","Acarbosa 50mg c/30 tab ","","Excento de ","$46.00 ","$70.00 ","$70.00 "
"ACARB","Acarbosa TABLETAS 100mg ","","Excento de ","$90.30 ","$150.00 ","$150.00 "
"CARB","Acarbosa tbs 50mg c 30tbs","","Excento de ","$48.60 ","$88.00 ","$88.00 "
"ACARB","Acarbosa tbs 50mg c 30tbs ","","Excento de ","$55.04 ","$88.00 ","$88.00 "
"ACC ","ACC 200MG ","","Excento de ","$176.55 ","$220.00 ","$220.00 "
"TIRAS ","ACCU-CHEK INSTANT ","","Excento de ","$317.63 ","$395.00 ","$395.00 "
"ACCU-","ACCU-CHEK SCTIVE ","","Excento de ","$364.35 ","$650.00 ","$650.00 "
"ACCU-","ACCU-CHEKC INSTANT KIT ","","Excento de ","$619.54 ","$745.00 ","$745.00 "
"ACEITE ","Aceite Aguacate 50ml","","Excento de ","$7.41 ","$15.00 ","$15.00 "
"ACEITE ","Aceite Almendras SANAX","","Excento de ","$9.62 ","$19.00 ","$19.00 "
"OLEOD","Aceite de Almebdras e ","","Excento de ","$179.00 ","$210.00 ","$210.00 "
"ACEI ","ACEITE DE ALMENDRAS 50 ","","Excento de ","$5.10 ","$10.00 ","$10.00 "
"ACEITE ","ACEITE DE ALMENDRAS ","","Excento de ","$13.00 ","$20.00 ","$20.00 "
"ACEITE ","ACEITE DE ALMENDRAS ","","Excento de ","$7.50 ","$15.00 ","$15.00 "
"ACEI ","Aceite de Almendras Dulces ","","Excento de ","$17.62 ","$28.00 ","$28.00 "
"ACEITE ","Aceite de Almendras Dulces ","","Excento de ","$24.09 ","$40.00 ","$40.00 "
"AC ALM ","ACEITE DE ALMENDRAS ","","Excento de ","$8.46 ","$13.00 ","$13.00 "
"ACEITE ","ACEITE DE COCO 50ML","","Excento de ","$19.46 ","$25.00 ","$25.00 "
"ACEI ","ACEITE DE COCO 50ML PT","","Excento de ","$5.30 ","$10.00 ","$10.00 "
"JAL ","Aceite de Coco Jaloma 120ml","","Excento de ","$29.47 ","$40.00 ","$40.00 "
"ACEITE ","ACEITE DE COCO JALOMA ","","Excento de ","$13.14 ","$18.00 ","$18.00 "
"AC ","ACEITE DE COCO ","","Excento de ","$8.16 ","$12.00 ","$12.00 "
"VITAMIN","Aceite de Germen de Trigo ","","Excento de ","$45.55 ","$98.00 ","$98.00 "
"ACEITE ","ACEITE DE GERMEN DE ","","Excento de ","$7.28 ","$16.00 ","$16.00 "
"ACEI ","ACEITE DE GLICERINA Q. ","","Excento de ","$10.79 ","$17.00 ","$17.00 "
"ACEITE ","ACEITE DE LAVANDA 50ML ","","Excento de ","$8.50 ","$15.00 ","$15.00 "
"AC LIMA ","ACEITE DE LIMA ","","Excento de ","$6.00 ","$10.00 ","$10.00 "
"ACEI ","ACEITE DE LIMON ","","Excento de ","$5.50 ","$10.00 ","$10.00 "
"ACEITE ","Aceite de linaza","","Excento de ","$6.74 ","$10.00 ","$10.00 "
"OMELIN","Aceite de linaza organica ","","Excento de ","$45.12 ","$100.00 ","$100.00 "
"ACEI ","ACEITE DE MAMEY PT ","","Excento de ","$5.50 ","$10.00 ","$10.00 "
"ACEITE ","Aceite de manzanilla 50ml","","Excento de ","$6.74 ","$10.00 ","$10.00 "
"ACEITE ","Aceite de olivo","","Excento de ","$7.41 ","$13.00 ","$13.00 "
"ACEI ","ACEITE DE OLIVO ","","Excento de ","$3.75 ","$9.00 ","$9.00 "
"ACE ","ACEITE DE OLIVO PT 50ML","","Excento de ","$5.30 ","$10.00 ","$10.00 "
"ACEI ","ACEITE DE RICINO 50ML ","","Excento de ","$5.50 ","$10.00 ","$10.00 "
"ACEITE ","ACEITE DE RICINO 60ML ","","Excento de ","$17.62 ","$23.00 ","$23.00 "
"ACEITE ","Aceite de Ricino 70ml","","Excento de ","$12.20 ","$20.00 ","$20.00 "
"ACEITE ","Aceite de Romero 50ml ","","Excento de ","$8.16 ","$12.00 ","$12.00 "
"ACEI ","ACEITE DE ROMERO PT ","","Excento de ","$5.50 ","$10.00 ","$10.00 "
"ACEI ","ACEITE DE UVA 50ML PT","","Excento de ","$5.00 ","$10.00 ","$10.00 "
"ACEI ","ACEITE LAVANDA 50ML PT","","Excento de ","$5.40 ","$10.00 ","$10.00 "
"mennen","Aceite Mennen Bebes 100ml","","Excento de ","$44.49 ","$55.00 ","$55.00 "
"MENEN ","Aceite Mennen Bebes 50ml","","Excento de ","$26.90 ","$34.00 ","$34.00 "
"JAL ","ACEITE OLIVO 60ML","","Excento de ","$6.90 ","$12.00 ","$12.00 "
"ACEITE ","Aceite Suavisante ","","Excento de ","$17.50 ","$25.00 ","$25.00 "
"ACC ","ACETILCISTEINA 600MG ","","Excento de ","$273.00 ","$325.00 ","$325.00 "
"WOLFF","Acetona  100,l","","Excento de ","$12.98 ","$20.00 ","$20.00 "
"ACETO","ACETONA 120 ML JALOMA","","Excento de ","$17.41 ","$25.00 ","$25.00 "
"ACET","Acetona c/60 ml Jaloma","","Excento de ","$13.63 ","$25.00 ","$25.00 "
"ACETO","ACETONA LUMAN PLUS","","Excento de ","$6.58 ","$12.00 ","$12.00 "
"CORTIL","Acetonido de Fluocinolona ","","Excento de ","$20.29 ","$37.00 ","$37.00 "
"VAGITR","Acetonido de Fluocinolona, ","","Excento de ","$218.00 ","$268.00 ","$268.00 "
"CORTIF","ACETONIDO DE ","","Excento de ","$28.33 ","$60.00 ","$60.00 "
"LESACL","ACICLOVIR CREMA 5% ","","Excento de ","$19.09 ","$38.00 ","$38.00 "
"ACICRA","Acicran Mix SOBRES c/30 1g ","","Excento de ","$609.33 ","$730.00 ","$730.00 "
"ASPIRIN","Acido Acetil Salicilico 100mg ","","Excento de ","$35.00 ","$40.00 ","$40.00 "
"ACIDO ","ACIDO ACETIL SALICILICO ","","Excento de ","$8.78 ","$20.00 ","$20.00 "
"ASPITA","ACIDO ACETILSALICILICO ","","Excento de ","$29.06 ","$60.00 ","$60.00 "
"ACIDO ","ACIDO ACETILSALICILICO ","","Excento de ","$11.96 ","$28.00 ","$28.00 "
"ACIDO ","Acido Acetilsalicilico 100mg ","","Excento de ","$15.43 ","$34.00 ","$34.00 "
"CUO ","Acido Acetilsalicilico 100mg ","","Excento de ","$60.00 ","$80.00 ","$80.00 "
"ACIDO ","ACIDO ACETILSALICILICO ","","Excento de ","$8.78 ","$15.00 ","$15.00 "
"ACIDO ","ACIDO ACETILSALICILICO ","","Excento de ","$2.77 ","$15.00 ","$15.00 "
"ASPIRIN","Acido Acetilsalicilico ","","Excento de ","$63.69 ","$80.00 ","$80.00 "
"ACIDO ","ACIDO ACETILSALICILICO ","","Excento de ","$17.39 ","$38.00 ","$38.00 "
"AXAL","Acido Acetilsalicilico Tbs ","","Excento de ","$8.83 ","$14.00 ","$14.00 "
"OXIVAG ","Acido Alendronico 70mg ","","Excento de ","$30.96 ","$75.00 ","$75.00 "
